CncAlarmType_EnabledState_EffectiveDisplayName,15265,Variable
CncAlarmType_EnabledState_TransitionTime,15266,Variable
CncAlarmType_EnabledState_EffectiveTransitionTime,15267,Variable
CncAlarmType_EnabledState_TrueState,15268,Variable
CncAlarmType_EnabledState_FalseState,15269,Variable
CncAlarmType_Quality,15270,Variable
CncAlarmType_Quality_SourceTimestamp,15271,Variable
CncAlarmType_LastSeverity,15272,Variable
CncAlarmType_LastSeverity_SourceTimestamp,15273,Variable
CncAlarmType_Comment,15274,Variable
CncAlarmType_Comment_SourceTimestamp,15275,Variable
CncAlarmType_ClientUserId,15276,Variable
CncAlarmType_Disable,15277,Method
CncAlarmType_Enable,15278,Method
CncAlarmType_AddComment,15279,Method
CncAlarmType_AddComment_InputArguments,15280,Variable
CncAlarmType_ConditionRefresh,15281,Method
CncAlarmType_ConditionRefresh_InputArguments,15282,Variable
CncAlarmType_ConditionRefresh2,15283,Method
CncAlarmType_ConditionRefresh2_InputArguments,15284,Variable
CncAlarmType_AckedState,15285,Variable
CncAlarmType_AckedState_Id,15286,Variable
CncAlarmType_AckedState_Name,15287,Variable
CncAlarmType_AckedState_Number,15288,Variable
CncAlarmType_AckedState_EffectiveDisplayName,15289,Variable
CncAlarmType_AckedState_TransitionTime,15290,Variable
CncAlarmType_AckedState_EffectiveTransitionTime,15291,Variable
CncAlarmType_AckedState_TrueState,15292,Variable
CncAlarmType_AckedState_FalseState,15293,Variable
CncAlarmType_ConfirmedState,15294,Variable
CncAlarmType_ConfirmedState_Id,15295,Variable
CncAlarmType_ConfirmedState_Name,15296,Variable
CncAlarmType_ConfirmedState_Number,15297,Variable
CncAlarmType_ConfirmedState_EffectiveDisplayName,15298,Variable
CncAlarmType_ConfirmedState_TransitionTime,15299,Variable
CncAlarmType_ConfirmedState_EffectiveTransitionTime,15300,Variable
CncAlarmType_ConfirmedState_TrueState,15301,Variable
CncAlarmType_ConfirmedState_FalseState,15302,Variable
CncAlarmType_Acknowledge,15303,Method
CncAlarmType_Acknowledge_InputArguments,15304,Variable
CncAlarmType_Confirm,15305,Method
CncAlarmType_Confirm_InputArguments,15306,Variable
CncAlarmType_ActiveState,15307,Variable
CncAlarmType_ActiveState_Id,15308,Variable
CncAlarmType_ActiveState_Name,15309,Variable
CncAlarmType_ActiveState_Number,15310,Variable
CncAlarmType_ActiveState_EffectiveDisplayName,15311,Variable
CncAlarmType_ActiveState_TransitionTime,15312,Variable
CncAlarmType_ActiveState_EffectiveTransitionTime,15313,Variable
CncAlarmType_ActiveState_TrueState,15314,Variable
CncAlarmType_ActiveState_FalseState,15315,Variable
CncAlarmType_InputNode,15316,Variable
CncAlarmType_SuppressedState,15317,Variable
CncAlarmType_SuppressedState_Id,15318,Variable
CncAlarmType_SuppressedState_Name,15319,Variable
CncAlarmType_SuppressedState_Number,15320,Variable
CncAlarmType_SuppressedState_EffectiveDisplayName,15321,Variable
CncAlarmType_SuppressedState_TransitionTime,15322,Variable
CncAlarmType_SuppressedState_EffectiveTransitionTime,15323,Variable
CncAlarmType_SuppressedState_TrueState,15324,Variable
CncAlarmType_SuppressedState_FalseState,15325,Variable
CncAlarmType_OutOfServiceState,15326,Variable
CncAlarmType_OutOfServiceState_Id,15327,Variable
CncAlarmType_OutOfServiceState_Name,15328,Variable
CncAlarmType_OutOfServiceState_Number,15329,Variable
CncAlarmType_OutOfServiceState_EffectiveDisplayName,15330,Variable
CncAlarmType_OutOfServiceState_TransitionTime,15331,Variable
CncAlarmType_OutOfServiceState_EffectiveTransitionTime,15332,Variable
CncAlarmType_OutOfServiceState_TrueState,15333,Variable
CncAlarmType_OutOfServiceState_FalseState,15334,Variable
CncAlarmType_ShelvingState,15335,Object
CncAlarmType_ShelvingState_CurrentState,15336,Variable
CncAlarmType_ShelvingState_CurrentState_Id,15337,Variable
CncAlarmType_ShelvingState_CurrentState_Name,15338,Variable
CncAlarmType_ShelvingState_CurrentState_Number,15339,Variable
CncAlarmType_ShelvingState_CurrentState_EffectiveDisplayName,15340,Variable
CncAlarmType_ShelvingState_LastTransition,15341,Variable
CncAlarmType_ShelvingState_LastTransition_Id,15342,Variable
CncAlarmType_ShelvingState_LastTransition_Name,15343,Variable
CncAlarmType_ShelvingState_LastTransition_Number,15344,Variable
CncAlarmType_ShelvingState_LastTransition_TransitionTime,15345,Variable
CncAlarmType_ShelvingState_LastTransition_EffectiveTransitionTime,15346,Variable
CncAlarmType_ShelvingState_AvailableStates,15347,Variable
CncAlarmType_ShelvingState_AvailableTransitions,15348,Variable
CncAlarmType_ShelvingState_UnshelveTime,15349,Variable
CncAlarmType_ShelvingState_TimedShelve,15350,Method
CncAlarmType_ShelvingState_TimedShelve_InputArguments,15351,Variable
CncAlarmType_ShelvingState_Unshelve,15352,Method
CncAlarmType_ShelvingState_OneShotShelve,15353,Method
CncAlarmType_SuppressedOrShelved,15354,Variable
CncAlarmType_MaxTimeShelved,15355,Variable
CncAlarmType_AudibleEnabled,15356,Variable
CncAlarmType_AudibleSound,15357,Variable
CncAlarmType_AudibleSound_ListId,15358,Variable
CncAlarmType_AudibleSound_AgencyId,15359,Variable
CncAlarmType_AudibleSound_VersionId,15360,Variable
CncAlarmType_SilenceState,15361,Variable
CncAlarmType_SilenceState_Id,15362,Variable
CncAlarmType_SilenceState_Name,15363,Variable
CncAlarmType_SilenceState_Number,15364,Variable
CncAlarmType_SilenceState_EffectiveDisplayName,15365,Variable
CncAlarmType_SilenceState_TransitionTime,15366,Variable
CncAlarmType_SilenceState_EffectiveTransitionTime,15367,Variable
CncAlarmType_SilenceState_TrueState,15368,Variable
CncAlarmType_SilenceState_FalseState,15369,Variable
CncAlarmType_OnDelay,15370,Variable
CncAlarmType_OffDelay,15371,Variable
CncAlarmType_FirstInGroupFlag,15372,Variable
CncAlarmType_FirstInGroup,15373,Object
CncAlarmType_LatchedState,15374,Variable
CncAlarmType_LatchedState_Id,15375,Variable
CncAlarmType_LatchedState_Name,15376,Variable
CncAlarmType_LatchedState_Number,15377,Variable
CncAlarmType_LatchedState_EffectiveDisplayName,15378,Variable
CncAlarmType_LatchedState_TransitionTime,15379,Variable
CncAlarmType_LatchedState_EffectiveTransitionTime,15380,Variable
CncAlarmType_LatchedState_TrueState,15381,Variable
CncAlarmType_LatchedState_FalseState,15382,Variable
CncAlarmType_AlarmGroup_Placeholder,15383,Object
CncAlarmType_ReAlarmTime,15384,Variable
CncAlarmType_ReAlarmRepeatCount,15385,Variable
CncAlarmType_Silence,15386,Method
CncAlarmType_Suppress,15387,Method
CncAlarmType_Unsuppress,15388,Method
CncAlarmType_RemoveFromService,15389,Method
